stroke_count,kanji,meaning,readings
13,腰,loins,yō/koshi
13,裸,naked,ra/hadaka
13,雷,thunder,rai/kaminari
13,酪,dairy products,raku
13,裏,back,ri/ura
13,慄,fear,ritsu
13,虜,captive,ryo
13,鈴,small bell,rei/rin/suzu
13,零,zero,rei
13,廉,bargain,ren
13,賂,bribe,ro
13,路,road,ro/ji
13,楼,watchtower,rō
13,話,talk,wa/hana-su/hanashi
13,賄,bribe,wai/makana-u
14,維,fiber,i
14,隠,conceal,in/kaku-su/kaku-reru
14,駅,station,eki
14,演,perform,en
14,寡,widow,ka
14,歌,song,ka/uta/uta-u
14,箇,counters for things,ka
14,概,outline,gai
14,閣,tall,kaku
14,慣,accustomed,kan/na-reru/na-rasu
14,管,pipe,kan/kuda
14,関,related,kan/seki/kaka-waru
14,旗,national flag,ki/hata
14,疑,doubt,gi/utaga-u
14,漁,fishing,gyo/ryō
14,境,boundary,kyō/sakai
14,銀,silver,gin
14,駆,drive,ku/ka-keru/ka-ru
14,熊,bear,kuma
14,語,language,go/kata-ru/kata-rau
14,誤,mistake,go/ayama-ru
14,構,construct,kō/kama-eru/kama-u
14,綱,hawser,kō/tsuna
14,酵,fermentation,kō
14,豪,overpowering,gō
14,穀,cereals,koku
14,酷,cruel,koku
14,獄,prison,goku
14,魂,soul,kon/tamashii
14,際,occasion,sai/kiwa
14,察,guess,satsu
14,雑,miscellaneous,zatsu/zō
14,算,calculate,san
14,酸,acid,san/su-i
14,誌,document,shi
14,雌,feminine,shi/me/mesu
14,磁,magnet,ji
14,漆,lacquer,shitsu/urushi
14,遮,intercept,sha/saegi-ru
14,種,kind,shu/tane
14,需,demand,ju
14,銃,gun,jū
14,塾,cram school,juku
14,緒,thong,sho/o
14,彰,patent,shō
14,障,hurt,shō/sawa-ru
14,精,refined,sei
14,製,manufacture,sei
14,誓,vow,sei/chika-u
14,静,quiet,sei/shizu/shizu-ka/shizu-maru/shizu-meru
14,説,theory,setsu/to-ku
14,箋,paper,sen
14,銭,coin,sen/zeni
14,漸,steadily,zen
14,遡,go upstream,so/sakanobo-ru
14,層,stratum,sō
14,総,whole,sō
14,遭,encounter,sō/a-u
14,像,statue,zō
14,増,increase,zō/ma-su/fu-eru/fu-yasu
14,憎,hate,zō/niku-mu/niku-i/niku-rashii/niku-shimi
14,遜,humble,son
14,駄,burdensome,da
14,態,condition,tai
14,奪,rob,datsu/uba-u
14,端,edge,tan/hashi/ha/hata
14,綻,rip,tan/hokoro-biru
14,嫡,legitimate wife,chaku
14,徴,indications,chō
14,漬,pickling,tsu-keru/tsu-karu
14,摘,pinch,teki/tsu-mu
14,滴,drip,teki/shizuku/shitata-ru
14,適,suitable,teki
14,稲,rice plant,tō/ine
14,銅,copper,dō
14,徳,benevolence,toku
14,読,read,doku/toku/yo-mu
14,認,recognize,nin/mito-meru
14,寧,rather,nei
14,髪,hair of the head,hatsu/kami
14,罰,penalty,batsu/bachi
14,閥,clique,batsu
14,碑,tombstone,hi
14,鼻,nose,bi/hana
14,漂,drift,hyō/tadayo-u
14,腐,rot,fu/kusa-ru/kusa-reru/kusa-rasu
14,複,duplicate,fuku
14,聞,hear,bun/mon/ki-ku/ki-koeru
14,蔑,ignore,betsu/sagesu-mu
14,慕,pining,bo/shita-u
14,暮,livelihood,bo/ku-reru/ku-rasu
14,貌,appearance,bō
14,僕,me,boku
14,墨,black ink,boku/sumi
14,膜,membrane,maku
14,慢,ridicule,man
14,漫,cartoon,man
14,蜜,honey,mitsu
14,銘,inscription,mei
14,鳴,chirp,mei/na-ku/na-ru/na-rasu
14,綿,cotton,men/wata
14,模,imitation,mo/bo
14,網,netting,mō/ami
14,誘,entice,yū/saso-u
14,様,formal title,yō/sama
14,瘍,boil (medical),yō
14,踊,jump,yō/odo-ru/odo-ri
14,辣,bitter,ratsu
14,僚,colleague,ryō
14,領,territory,ryō
14,緑,green,ryoku/midori
14,瑠,lapis lazuli,ru
14,暦,calendar,reki/koyomi
14,歴,curriculum,reki
14,練,practice,ren/ne-ru
14,漏,leak,rō/mo-ru/mo-reru/mo-rasu
15,慰,consolation,i/nagusa-meru/nagusa-mu
15,遺,bequeath,i
15,影,shadow,ei/kage
15,鋭,pointed,ei/surudo-i
15,謁,audience,etsu
15,閲,review,etsu
15,縁,affinity,en/fuchi
15,横,side,ō/yoko
15,億,hundred million,oku
15,稼,earnings,ka/kase-gu
15,課,section,ka
15,餓,starve,ga
15,潰,crush,kai/tsubu-su/tsubu-reru
15,確,certain,kaku/tashi-ka/tashi-kameru
15,潟,lagoon,kata
15,歓,delight,kan
15,監,oversee,kan
15,緩,slacken,kan/yuru-i/yuru-yaka/yuru-mu/yuru-meru
15,器,container,ki/utsuwa
15,畿,capital,ki
15,輝,radiance,ki/kagaya-ku
15,儀,ceremony,gi
15,戯,frolic,gi/tawamu-reru
15,窮,hard up,kyū/kiwa-meru/kiwa-maru
15,緊,tense,kin
15,勲,meritorious deed,kun
15,慶,jubilation,kei
15,憬,long for,kei
15,稽,consider,kei
15,劇,drama,geki
15,撃,beat,geki/u-tsu
15,潔,undefiled,ketsu/isagiyo-i
15,権,rights,ken
15,稿,draft,kō
15,駒,horse,koma
15,撮,snapshot,satsu/to-ru
15,賛,approve,san
15,暫,temporarily,zan
15,摯,seriousness,shi
15,賜,grant,shi/tamawa-ru
15,餌,bait,ji/esa/e
15,質,quality,shitsu/shichi
15,趣,gist,shu/omomuki
15,熟,ripen,juku/u-reru
15,潤,wet,jun/uruo-u/uruo-su/uru-mu
15,遵,abide by,jun
15,諸,various,sho
15,憧,desire,shō/akoga-reru
15,衝,collide,shō
15,賞,prize,shō
15,縄,straw rope,jō/nawa
15,嘱,entrust,shoku
15,審,examine,shin
15,震,quake,shin/furu-u/furu-eru
15,穂,ear,sui/ho
15,請,solicit,sei/ko-u/u-keru
15,潜,submerge,sen/hiso-mu/mogu-ru
15,線,line,sen
15,遷,transition,sen
15,選,choose,sen/era-bu
15,槽,vat,sō
15,踪,remains,sō
15,蔵,warehouse,zō/kura
15,諾,consent,daku
15,誰,who (question word),dare
15,誕,nativity,tan
15,談,discuss,dan
15,鋳,casting,chū/i-ru
15,駐,stop-over,chū
15,嘲,ridicule,chō/azake-ru
15,潮,tide,chō/shio
15,澄,lucidity,chō/su-mu/su-masu
15,調,investigate,chō/shira-beru/totono-u/totono-eru
15,墜,crash,tsui
15,締,tighten,tei/shi-maru/shi-meru
15,敵,enemy,teki/kataki
15,徹,penetrate,tetsu
15,撤,remove,tetsu
15,踏,step,tō/fu-mu/fu-maeru
15,導,guide,dō/michibi-ku
15,熱,heat,netsu/atsu-i
15,罵,insult,ba/nonoshi-ru
15,輩,comrade,hai
15,賠,compensation,bai
15,箱,box,hako
15,箸,chopsticks,hashi
15,範,pattern,han
15,盤,tray,ban
15,罷,quit,hi
15,膝,knee,hiza
15,標,signpost,hyō
15,賓,V.I.P.,hin
15,敷,spread,fu/shi-ku
15,膚,skin,fu
15,賦,levy,fu
15,舞,dance,bu/ma-u/mai
15,噴,erupt,fun/fu-ku
15,墳,tomb,fun
15,憤,aroused,fun/ikidoo-ru
15,幣,cash,hei
15,弊,abuse,hei
15,蔽,cover,hei
15,餅,mochi rice cake,hei/mochi
15,編,compile,hen/a-mu
15,舗,pavement,ho
15,褒,praise,hō/ho-meru
15,暴,outburst,bō/aba-ku/aba-reru
15,撲,slap,boku
15,摩,chafe,ma
15,魅,fascination,mi
15,黙,silence,moku/dama-ru
15,憂,melancholy,yū/ure-eru/ure-i/u-i
15,窯,kiln,yō/kama
15,養,foster,yō/yashina-u
15,履,footgear,ri/ha-ku
15,璃,glassy,ri
15,慮,prudence,ryo
15,寮,dormitory,ryō
15,輪,wheel,rin/wa
15,霊,spirits,rei/ryō/tama
15,論,theory,ron
16,緯,horizontal,i
16,衛,defense,ei
16,憶,recollection,oku
16,穏,calm,on/oda-yaka
16,壊,demolition,kai/kowa-su/kowa-reru
16,懐,pocket,kai/futokoro/natsu-kashii/natsu-kashimu/natsu-ku/natsu-keru
16,諧,harmony,kai
16,骸,dead remains,gai
16,獲,seize,kaku/e-ru
16,憾,remorse,kan
16,還,send back,kan
16,館,public building,kan/yakata
16,機,machine,ki/hata
16,橋,bridge,kyō/hashi
16,凝,congeal,gyō/ko-ru/ko-rasu
16,錦,brocade,kin/nishiki
16,薫,fragrant,kun/kao-ru
16,憩,recess,kei/iko-i/iko-u
16,激,violent,geki/hage-shii
16,憲,constitution,ken
16,賢,intelligent,ken/kashiko-i
16,錮,tie up,ko
16,興,entertain,kō/kyō/oko-ru/oko-su
16,衡,equilibrium,kō
16,鋼,steel,kō/hagane
16,墾,ground-breaking,kon
16,錯,confused,saku
16,諮,consult with,shi/haka-ru
16,儒,Confucian,ju
16,樹,trees,ju
16,獣,animal,jū/kemono
16,縦,vertical,jū/tate
16,壌,lot,jō
16,嬢,lass,jō
16,錠,lock,jō
16,薪,fuel,shin/takigi
16,親,parent,shin/oya/shita-shii/shita-shimu
16,整,put in order,sei/totono-eru/totono-u
16,醒,be disillusioned,sei
16,積,accumulate,seki/tsu-mu/tsu-moru
16,薦,recommend,sen/susu-meru
16,膳,tray,zen
16,操,maneuver,sō/misao/ayatsu-ru
16,濁,voiced,daku/nigo-ru/nigo-su
16,壇,podium,dan
16,緻,fine (not coarse),chi
16,築,fabricate,chiku/kizu-ku
16,諦,abandon,tei/akira-meru
16,賭,gamble,to/ka-keru
16,糖,sugar,tō
16,頭,head,tō/zu/atama/kashira
16,篤,fervent,toku
16,曇,cloudy weather,don/kumo-ru
16,燃,burn,nen/mo-eru/mo-yasu/mo-su
16,濃,concentrated,nō/ko-i
16,薄,dilute,haku/usu-i/usu-meru/usu-maru/usu-ragu/usu-reru
16,縛,truss,baku/shiba-ru
16,繁,luxuriant,han
16,避,evade,hi/sa-keru
16,奮,stirred up,fun/furu-u
16,壁,wall,heki/kabe
16,縫,sew,hō/nu-u
16,膨,swell,bō/fuku-ramu/fuku-reru
16,謀,conspire,bō/haka-ru
16,頰,cheek,hoo
16,磨,grind,ma/miga-ku
16,麺,noodles,men
16,薬,medicine,yaku/kusuri
16,諭,rebuke,yu/sato-su
16,輸,transport,yu
16,融,dissolve,yū
16,擁,embrace,yō
16,謡,noh chanting,yō/utai/uta-u
16,頼,trust,rai/tano-mu/tano-moshii/tayo-ru
16,隣,neighboring,rin/tona-ru/tonari
16,隷,slave,rei
16,錬,tempering,ren
16,録,record,roku
17,曖,not clear,ai
17,臆,timidity,oku
17,嚇,menacing,kaku
17,轄,control,katsu
17,環,ring,kan
17,擬,mimic,gi
17,犠,sacrifice,gi
17,矯,rectify,kyō/ta-meru
17,謹,discreet,kin/tsutsushi-mu
17,謙,self-effacing,ken
17,鍵,key,ken/kagi
17,厳,strict,gen/ogoso-ka/kibi-shii
17,講,lecture,kō
17,購,subscription,kō
17,懇,sociable,kon/nengo-ro
17,擦,grate,satsu/su-ru/su-reru
17,謝,apologize,sha/ayama-ru
17,爵,baron,shaku
17,醜,ugly,shū/miniku-i
17,縮,shrink,shuku/chiji-mu/chiji-maru/chiji-meru/chiji-reru/chiji-rasu
17,償,reparation,shō/tsuguna-u
17,礁,reef,shō
17,績,exploits,seki
17,繊,slender,sen
17,鮮,fresh,sen/aza-yaka
17,燥,parch,sō
17,霜,frost,sō/shimo
17,戴,be crowned with,tai
17,濯,laundry,taku
17,鍛,forge,tan/kita-eru
17,聴,listen,chō/ki-ku
17,謄,mimeograph,tō
17,瞳,pupil,dō/hitomi
17,謎,riddle,nazo
17,鍋,pot,nabe
17,頻,repeatedly,hin
17,闇,darkness,yami
17,優,superior,yū/yasa-shii/sugu-reru
17,翼,wing,yoku/tsubasa
17,覧,perusal,ran
17,療,heal,ryō
17,瞭,clear,ryō
17,齢,age,rei
18,穫,harvest,kaku
18,額,amount,gaku/hitai
18,顎,jaw,gaku/ago
18,鎌,sickle,kama
18,簡,simplicity,kan
18,観,observe,kan
18,韓,Korea,kan
18,顔,face,gan/kao
18,騎,equestrian,ki
18,襟,collar,kin/eri
18,繭,cocoon,ken/mayu
18,顕,appear,ken
18,験,test,ken
18,鎖,chain,sa/kusari
18,瞬,wink,shun/matata-ku
18,織,weave,shoku/shiki/o-ru
18,職,employment,shoku
18,繕,darning,zen/tsukuro-u
18,礎,cornerstone,so/ishizue
18,騒,boisterous,sō/sawa-gu
18,贈,presents,zō/oku-ru
18,題,topic,dai
18,懲,penal,chō/ko-riru/ko-rasu/ko-rashimeru
18,鎮,tranquilize,chin/shizu-meru/shizu-maru
18,藤,wisteria,tō/fuji
18,闘,fight,tō/tataka-u
18,難,difficult,nan/kata-i/muzuka-shii
18,藩,clan,han
18,覆,capsize,fuku/oo-u/kutsugae-su/kutsugae-ru
18,璧,sphere,heki
18,癖,mannerism,heki/kuse
18,翻,flip,hon/hirugae-ru/hirugae-su
18,癒,healing,yu/i-eru/i-yasu
18,曜,day of the week,yō
18,濫,excessive,ran
18,藍,indigo,ran/ai
18,糧,provisions,ryō/kate
18,臨,look to,rin/nozo-mu
18,類,sort,rui/tagu-i
19,韻,rhyme,in
19,艶,glossy,en/tsuya
19,願,request,gan/nega-u
19,鏡,mirror,kyō/kagami
19,繰,winding,ku-ru
19,警,guard against,kei
19,鶏,chicken,kei/niwatori
19,鯨,whale,gei/kujira
19,璽,emperor's seal,ji
19,識,discriminating,shiki
19,蹴,kick,shū/ke-ru
19,髄,marrow,zui
19,瀬,rapids,se
19,藻,seaweed,sō/mo
19,臓,entrails,zō
19,覇,hegemony,ha
19,爆,explode,baku
19,譜,musical score,fu
19,簿,register,bo
19,霧,fog,mu/kiri
19,羅,gauze,ra
19,離,detach,ri/hana-reru/hana-su
19,麗,lovely,rei/uruwa-shii
19,麓,foot of a mountain,roku/fumoto
20,議,deliberation,gi
20,競,compete,kyō/kei/kiso-u/se-ru
20,響,echo,kyō/hibi-ku
20,懸,suspend,ken/ka-keru/ka-karu
20,護,safeguard,go
20,鐘,bell,shō/kane
20,譲,defer,jō/yuzu-ru
20,醸,brew,jō/kamo-su
20,籍,enroll,seki
20,騰,inflation,tō
20,欄,column,ran
21,艦,warship,kan
21,顧,look back,ko/kaeri-miru
21,鶴,crane,tsuru
21,魔,witch,ma
21,躍,leap,yaku/odo-ru
21,露,dew,ro/tsuyu
22,驚,wonder,kyō/odoro-ku/odoro-kasu
22,襲,attack,shū/oso-u
22,籠,basket,rō/kago/ko-moru
23,鑑,specimen,kan/kanga-miru
29,鬱,gloom,utsu

